Title,Ingredients,Steps,Loves,URL,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps,Ingredients Final,Ingredients Join
Mie Ayam Homemade By Suami😂😂😂,Bahan mie ayam :--1 kg tepung terigu proteiin tinggi--4 butir telur--3 sendok minyak goreng--Air--Secukupnyaa garam--Air untuk merebus mie :--secukupnya Air--Minyak goreng--Bumbu halus kuah ayam untuk mie ayam :--3 Dada ayam(potong kotak2 jngn terlalu besar)--5 siung bawang merah--5 siung bawang putih--4 buah kemiri--secukupnya Lada--Secukupnya ketumbar--Jahe--Lengkuas--2 lembar sereh--5 lembar daun jeruk--2 lembar daun salam--Kecap--Gula merah--Minyak untuk menumis--Bahan pelengkap :--Daun bawang--Sawi hijau--Bawang goreng(me gak pakai lupa)--Bahan sambal :--20 buah cabai rawit merah--Garam(agar tidak cepat bau asam)--Air untuk merebus--,"1) Kocok telur masukan garam n minyak goreng,aduk rata.masukan tepung terigu uleni pakai tangan sampai kalis(tidak menempel di tangan)diamkan 5 menit.
2) Bagi adonan menjadi beberapa untuk memudahkan menggilasnya nanti,pipihkn pakai tangan lalu giling pakai ketebalan 4 setalah itu giling lg pakai ketebalan 1(ketebelan selera ya kalau saya suka yg tipis),sebelum di giling ke cetakan mie beri taburan terigu di atas adonannya agar tidak menempel,lakukan sampai adonan habis.
3) Bagi mie menjadi beberapa porsi jngn lupa di beri taburan terigu ya agar tidak menempel.
4) Haluskan semua bumbu halus kecuali daun jeruk&salam.
5) Siapkan penggorengan beri minyak untuk menumis bumbu halus,masukan daun jeruk(sobek2)&daun salam,sereh geprek aja,tunggu sampai harum,lalu masukan ayam beri air(banyak boleh karna untuk kuahnya nanti)masukan kecap n gula merah,garam&penyedap test rasa.
6) Untuk sambal rebus cabai merah rawit kira2 5menit.
7) Siapkan panci beri air untuk merebus mie, masukan minyak goreng ke dalam air tujuaan untuk tidak menyatu.setelah mendidih masukan mie tunggu sampai mie naik ke atas barubdi angkat.
8) Siapkan mangkok beri garam n kuah ayam aduk2 mie baru di berikan bahan pelengkap.
9) Mie ayam homemade by suami siap di sajikan",0,https://cookpad.com/id/resep/4472541-mie-ayam-homemade-by-suami%F0%9F%98%82%F0%9F%98%82%F0%9F%98%82,ayam,mie ayam,32,"['bahan mie', 'tepung terigu', 'telur', 'sendok minyak', 'secukupnyaa garam', 'air untuk', 'secukupnya air', 'minyak goreng', 'bumbu halus', 'dada ayampotong', 'bawang merah', 'bawang putih', 'kemiri', 'secukupnya lada', 'secukupnya ketumbar', 'jahe', 'lengkuas', 'sereh', 'daun jeruk', 'daun salam', 'kecap', 'gula merah', 'minyak untuk', 'bahan pelengkap', 'daun bawang', 'sawi hijau', 'bawang gorengme', 'bahan sambal', 'cabai rawit', 'garamagar tidak', 'air untuk']",9,"['bahan_mie', 'tepung_terigu', 'telur', 'minyak', 'secukupnyaa_garam', 'bumbu', 'dada_ayampotong', 'bawang_merah', 'bawang_putih', 'kemiri', 'lada', 'ketumbar', 'jahe', 'lengkuas', 'sereh', 'jeruk', 'salam', 'kecap', 'gula_merah', 'bahan_pelengkap', 'sawi_hijau', 'bawang_gorengme', 'cabai_rawit', 'garamagar_tidak']",bahan_mie tepung_terigu telur minyak secukupnyaa_garam bumbu dada_ayampotong bawang_merah bawang_putih kemiri lada ketumbar jahe lengkuas sereh jeruk salam kecap gula_merah bahan_pelengkap sawi_hijau bawang_gorengme cabai_rawit garamagar_tidak
Ayam Bakar Pedas Manis Resep :Nila Sari,1 Ekor Ayam Broiler Ukuran Jumbo--Bumbu :--5 Siung Bawang Merah--10 Buah Cabe (Optional)--1 Ruas Jahe--1 Ruas Kunyit--Secukupnya Lada Bubuk--Secukupnya Ketumbar--2 Lembar Daun Jeruk--3 Lembar Daun Salam--1 Batang Serai--4 Siung Bawah Putih--Secukupnya Kecap--Secukupnya Gula Merah--Secukupnya Minyak Goreng--Secukupnya Royco--Secukupnya Garam--1 Bungkus Santan Kara--,"1) Iris tipis bawang merah dan daun jeruk.
2) Haluskan cabe, bawang putih, lada, ketumbar, jahe dan kunyit.
3) Tumis bawang merah hingga wangi.
4) Masukan bumbu yang telah dihaluskan ke dalam tumisan bawang tumis semua hingga harum.
5) Masukan serai, daun jeruk dan daun salam masak sedikit tuang santan kara dan tambahkan air.
6) Kemudian masukan ayam taburi royco, lada dan garam aduk aduk tutup dan tunggu ayam empuk dan air mulai susut tes rasa.
7) Bakar ayam bisa menggunakan arang, teflon, atau batu bakar (saya memakai grill lebih praktis).
8) Selamat Mencoba.",8,https://cookpad.com/id/resep/4472362-ayam-bakar-pedas-manis-resep-nila-sari,ayam,ayam bakar pedas manis resep nila sari,18,"['ekor ayam', 'bumbu', 'bawang merah', 'cabe optional', 'jahe', 'kunyit', 'secukupnya lada', 'secukupnya ketumbar', 'daun jeruk', 'daun salam', 'serai', 'bawah putih', 'secukupnya kecap', 'secukupnya gula', 'secukupnya minyak', 'secukupnya royco', 'secukupnya garam', 'bungkus santan']",8,"['ayam', 'bumbu', 'bawang_merah', 'cabai_optional', 'jahe', 'kunyit', 'lada', 'ketumbar', 'jeruk', 'salam', 'serai', 'bawah_putih', 'kecap', 'gula', 'minyak', 'royco', 'garam', 'santan']",ayam bumbu bawang_merah cabai_optional jahe kunyit lada ketumbar jeruk salam serai bawah_putih kecap gula minyak royco garam santan
Semur Ayam Kentang Ala Mama Kirana,"1/2 Ekor ayam--Kentang--Bumbu Halus :--Bawang putih - bisa di sesuaikan sesuaikan--Bawang merah--Merica--Kemiri--Sedikit biji Pala--Cabai Merah kriting, bila suka pedas--Sedikit jahe--Rempah:--Daun salam--Lengkuas--Sereh--Kapulaga--Kulit manis--Irisan bawang bombay--Irisan tomat--Garam--Kecap manis--Sedikit penyedap rasa--Jeruk nipis untuk ayam--","1) Cuci bersih ayam lalu baluri dengan perasan jeruk nipis
2) Cuci lagi ayam dan baluri dengan garam lalu rebus sebentar lalu di goreng
3) Kentang saya goreng bisa di sesuaikan sesuai selera masing²
4) Tips goreng ayam agar hasil nya tdk keras : di goreng hanya sebentar
5) Tumis bawang bombay lalu masukan bumbu halus dan masukkan semua rempah + irisan tomat + kecap manis
6) Setelah bumbu harum masukkan air tunggu gingga mendidih
7) Tambahkan garam + penyedap rasa apabila kurang manis bisa ditambahkan kecap lagi
8) Setelah semua sudah sesuai dgn rasa masukkan kentang goreng + ayam goreng
9) Tunggu kuah hingga menyusut dan kiraa² 5 mnt angkat. Dan terakhir saya taburin bawang goreng bisa disesuaikan jg dgn selera masing². Selesai",2,https://cookpad.com/id/resep/4472563-semur-ayam-kentang-ala-mama-kirana,ayam,semur ayam kentang,22,"['ekor ayam', 'kentang', 'bumbu halus', 'bawang putih', 'bawang merah', 'merica', 'kemiri', 'sedikit biji', 'cabai merah', 'bila suka', 'sedikit jahe', 'rempah', 'daun salam', 'lengkuas', 'sereh', 'kapulaga', 'kulit manis', 'irisan bawang', 'irisan tomat', 'garam', 'kecap manis', 'sedikit penyedap', 'jeruk nipis']",9,"['ayam', 'kentang', 'bumbu', 'bawang_putih', 'bawang_merah', 'merica', 'kemiri', 'biji', 'cabai_merah', 'bila_suka', 'rempah', 'salam', 'lengkuas', 'sereh', 'kapulaga', 'manis', 'irisan_bawang', 'irisan_tomat', 'garam', 'kecap_manis', 'penyedap', 'jeruk_nipis']",ayam kentang bumbu bawang_putih bawang_merah merica kemiri biji cabai_merah bila_suka rempah salam lengkuas sereh kapulaga manis irisan_bawang irisan_tomat garam kecap_manis penyedap jeruk_nipis
Ayam Suwir,300 gram Ayam suwir (sudah direbus/Goreng)--5 siung bawang merah--3 siung bawang putih--1/2 buah tomat--1/2 sdt merica--1/2 sdt terasi--2 buah cabe rawit--2 buah cabe kriting--Secukupnya gula--Secukupnya garam--Secukupnya air--Secukupnya penyedap rasa (Royco)--2 lembar daun salam--1 jari Lengkuas geprek--,"1) Haluskan semua bumbu kecuali tomat, lengkuas, Dan daun salam
2) Siapkan wajan untuk menumis Bumbu, kemudian tuang sedikit minyak Goreng Dan tumis Bumbu yang sudah dihaluskan ditambah daun Salam Dan lengkuas
3) Setelah tercium bau Bumbu yang ditumis kemudian masukkan tomat yang sudah dipotong potong
4) Kemudian setelab tomat layu masukkan air secukupnya Dan rasakan kuahnya kalau belum pas bisa ditambahkan penyedap rasa (Royco)
5) Masukkan ayam yang sudah disuwir Dan aduk
6) Tunggu sampai meresap Dan air berkurang
7) Dan sajikan",0,https://cookpad.com/id/resep/4471653-ayam-suwir,ayam,ayam suwir,14,"['gram ayam', 'bawang merah', 'bawang putih', 'tomat', 'merica', 'terasi', 'cabe rawit', 'cabe kriting', 'secukupnya gula', 'secukupnya garam', 'secukupnya air', 'secukupnya penyedap', 'daun salam', 'lengkuas geprek']",7,"['ayam', 'bawang_merah', 'bawang_putih', 'tomat', 'merica', 'terasi', 'cabai_rawit', 'cabai_kriting', 'gula', 'garam', 'penyedap', 'salam', 'lengkuas']",ayam bawang_merah bawang_putih tomat merica terasi cabai_rawit cabai_kriting gula garam penyedap salam lengkuas
Ayam Goreng Tepung,150 gr fillet ayam--5 sdm tepung bumbu serbaguna--1 butir telur ayam (kocok lepas)--Garam sck--Minya goreng secukupnya untuk menggoreng--,"1) Cuci ayam, tiriskan beri perasan jeruk lemon (skip boleh) Potong ayam bentuk dadu.
2) Koco telur beri secukupnya garam. Masukkan ayam yg telah dipotong dadu.
3) Balurkan ke dalam tepung serbaguna.
4) Goreng pada minyak yg panas.
5) Siap disantap",1,https://cookpad.com/id/resep/4472498-ayam-goreng-tepung,ayam,ayam goreng tepung,5,"['fillet ayam', 'tepung bumbu', 'telur ayam', 'garam sck', 'minya goreng']",5,"['fillet_ayam', 'tepung_bumbu', 'telur_ayam', 'minya']",fillet_ayam tepung_bumbu telur_ayam minya
Tulang Ayam Pedas Manis,1/2 kg tulang ayam bersihkan lalu potong--5 bh cabe merah keriting--5 bh cabe rawit (tambah jika suka pedas)--4 butir bawang merah--2 butir bawang putih--1 ruas kunyit--2 lbr daun salam--1 lbr daun jeruk--1 btg sereh geprek--1 ruas jahe geprek--1 btr jeruk nipis--secukupnya kaldu bubuk--secukupnya gula pasir--secukupnya kecap manis--500 ml air untuk merebus tulang--minyak untuk menumis--,"1) Setelah tulang ayam di bersihkan dan di potong potong lumuri tulang dengan perasan jeruk nipis lalu biarkan
2) Siapkan bumbu yg akan di haluskan bwg merah, bwg putih, cabe, dan kunyit blender hingga halus
3) Siapkan air untuk merebus tulang tambahkan jahe yg sudah di geprek dan daun jeruk ungkep tulang hingga air menyusut
4) Tumis bumbu yg sudah di halus kan tambahkan air secukupnya dan daun salam juga sereh geprek, masukan tulang ayam, beri kaldu bubuk, gula pasir dan kecap manis secukupnya jgn lupa test rasanya dan biarkan tulang ayam hingga meresap
5) Setelah tulang ayam kuahnya agak sedikit meresap angkat lalu sajikan
6) Bisa untuk teman makan mie ayam lohh moms",3,https://cookpad.com/id/resep/4472409-tulang-ayam-pedas-manis,ayam,tulang ayam pedas manis,16,"['tulang ayam', 'bh cabe', 'bh cabe', 'bawang merah', 'bawang putih', 'kunyit', 'lbr daun', 'lbr daun', 'btg sereh', 'jahe geprek', 'btr jeruk', 'secukupnya kaldu', 'secukupnya gula', 'secukupnya kecap', 'ml air', 'minyak untuk']",6,"['tulang_ayam', 'bh_cabai', 'bawang_merah', 'bawang_putih', 'kunyit', 'lbr', 'sereh', 'jahe', 'jeruk', 'kaldu', 'gula', 'kecap', 'minyak']",tulang_ayam bh_cabai bawang_merah bawang_putih kunyit lbr sereh jahe jeruk kaldu gula kecap minyak
Ayam Penyet Rumahan,"1 ekr ayam negri cuci bersih ptng beri air jeruk nipis cuci lagi--1 buah jeruk nipis--Bumbu ayam goreng jd,yg bsah. bisa beli di pasar,aku beli 3rb--2 lmbr daun salam--2 lmbr daun jeruk--1 btng sere geprek--Garam secukupnya dan penyedap--secukupnya Minyak goreng--Sambel penyet:--20 buah cabe rawit merah--5 buah cabe merah--2 siung bawang p kating--5 buah bawang merah goreng sebentr--Penyedap dan sedikit gula--","1) Ungkep ayam bersama bumbu jadi, daun salam, daun jeruk, sere,dan garam,tambah sedikit penyedap apinya kecil ajah ya. Lalu tutup
2) Apabila sudah empuk dan matang goreng dalam minyak panas dan banyak sampe warna kuning kecoklatan, angkat
3) Sementara lagi goreng ayam, kita siapkan sambel dulu, uleg semua cabe, dan bawang merah garam,sedikit gula dan penyedap, setelah agak halus kumpulin sambalnya di tengah cobek lalu siram dengan minyak panas bekas goreng ayam tadi lalu uleg lagi supaya rata
4) Masukan ayam goreng ke dalam cobek lalu penyet pake ulegan, siap di hidangkan
5) Selamat mencoba",3,https://cookpad.com/id/resep/4472187-ayam-penyet-rumahan,ayam,ayam penyet,14,"['ekr ayam', 'jeruk nipis', 'bumbu ayam', 'yg bsah', 'aku beli', 'lmbr daun', 'lmbr daun', 'btng sere', 'garam secukupnya', 'secukupnya minyak', 'sambel penyet', 'cabe rawit', 'cabe merah', 'bawang p', 'bawang merah', 'penyedap dan']",5,"['ekr_ayam', 'jeruk_nipis', 'bumbu_ayam', 'yg_bsah', 'lmbr', 'btng_sere', 'garam', 'minyak', 'sambel_penyet', 'cabai_rawit', 'cabai_merah', 'bawang_p', 'bawang_merah', 'penyedap']",ekr_ayam jeruk_nipis bumbu_ayam yg_bsah lmbr btng_sere garam minyak sambel_penyet cabai_rawit cabai_merah bawang_p bawang_merah penyedap
Sop Ayam,1 kg ayam potong kecil kecil--1/2 kg ceker ayam bersihkan--1/2 kg kentang iris--1/2 kg wortel iris--1 mangkok makaroni (rebus)--2 batang daun bawang (sesuai selera)--4 batang daun seledri (sesuai selera)--Bumbu dihaluskan :--8 siung bawang merah--5 siung bawang putih--Tambahan :--1 sendok teh lada halus--secukupnya Garam--Penyedap rasa (bila Sun's saya pake gula aja)--,"1) Tumis bawang merah dan bawang putih hingga harum
2) Masukkan potongan ayam dan ceker ke tumisan bumbu aduk rata
3) Pindahkan ke panci besar tanbahkan air secukupkan
4) Didihkan sampai ayam dan ceker cukup matang
5) Masukkan kentang dan wortel yang diiris tadi, tunggu sampai lembut
6) Masukkan macaroni yg sudah direbus
7) Taburkan lada bubuk dan garam, tes rasa
8) Terakhir masukkan daun bawang dan daun seledri
9) Siap dihidangkan, taburkan bawang goreng biar tambah maknyuss",3,https://cookpad.com/id/resep/4472298-sop-ayam,ayam,sop ayam,14,"['ayam kecil', 'ceker ayam', 'kentang iris', 'wortel iris', 'mangkok makaroni', 'daun bawang', 'daun seledri', 'bumbu dihaluskan', 'bawang merah', 'bawang putih', 'sendok teh', 'secukupnya garam', 'penyedap rasa']",9,"['ayam', 'ceker_ayam', 'kentang', 'wortel', 'seledri', 'bumbu_dihaluskan', 'bawang_merah', 'bawang_putih', 'teh', 'garam']",ayam ceker_ayam kentang wortel seledri bumbu_dihaluskan bawang_merah bawang_putih teh garam
Ayam Suwir,400 grm dada ayam--3 lembar daun jeruk--4 siung bawang putih--6 siung bawang merah--1 cm jahe--1 cm kunyit--secukupnya Garam dan gula--Minyak untuk menumis--,"1) Rebus ayam sampai matang dan di suir suir.
2) Haluskan bawang putih, bawang merah, jahe, dan kunyit.
3) Panaskan minyak tumis bumbu halus, masukkan daun jeruk masak hingga harum tambahkan air secukupnya.
4) Masukkan ayam masak hingga matang.",0,https://cookpad.com/id/resep/4472222-ayam-suwir,ayam,ayam suwir,8,"['grm dada', 'daun jeruk', 'bawang putih', 'bawang merah', 'cm jahe', 'cm kunyit', 'secukupnya garam', 'minyak untuk']",4,"['garam_dada', 'jeruk', 'bawang_putih', 'bawang_merah', 'jahe', 'kunyit', 'garam', 'minyak']",garam_dada jeruk bawang_putih bawang_merah jahe kunyit garam minyak
Nugget Ayam Home Made,"1/4 kg ayam d fillet ambil dagingnya aja--1 buah wortel--1 buah daun bawang prei--4 siung bawang putih--8 siung bawang merah--1 sdt merica--1/2 kg tepung tapioka--2 telur ayam--Garam, penyedap rasa--Tepung roti/ tepung panir--","1) Cuci bersih ayam. Setelah itu potong kecil2. Masukkan dlm blender. Tambahkan 1 telur ayam, bwg pth, bwg merah, merica. Air sdkt. Lalu blender.
2) Setelah itu parut wortel, ptong kecil2 daun bawang prei
3) Taruh adonan ayam dalam wadah
4) Masukkan wortel, daun prei, tepung tapioka 10 sdm. Kalau pengen lebih padet bisa tambahkan lagi. Sesuai selera
5) Aduk2 ya sampai tercampur rata. Tambah i garam, penyedap.
6) Siapkan wadah. Tuang adonan ke dalam wadah yg sebelumnya d olesi mentega
7) Kukus d panci pengukusan. Kukus 30 - 40 mnt.
8) Setelah matang, keluarkan dr panci. Biarkan dingin. Lalu keluarkan.
9) Siapkan 1 telur (dikocok), tepung panir. Potong2 adonan jd kecil2, celupkan ke telur, lalu baluri dg tepung panir.
10) Setelah itu goreng.Nugget siap d hidangkan. Nugget juga bisa d simpan d dalam freezer ya moms . Jadi sewaktu2 bisa langsung goreng.",6,https://cookpad.com/id/resep/4472482-nugget-ayam-home-made,ayam,nugget ayam,10,"['ayam d', 'wortel', 'daun bawang', 'bawang putih', 'bawang merah', 'merica', 'tepung tapioka', 'telur ayam', 'garam', 'penyedap rasa', 'tepung roti']",10,"['ayam_d', 'wortel', 'bawang_putih', 'bawang_merah', 'merica', 'tepung_tapioka', 'telur_ayam', 'garam', 'tepung_roti']",ayam_d wortel bawang_putih bawang_merah merica tepung_tapioka telur_ayam garam tepung_roti
Ayam Koloke,"250 gr ayam fillet, potong-potong--2 sdm tepung bumbu serbaguna (larutkan dgn 75 ml air)--Pelapis:--4 sdm tepung terigu--1 sdm maizena--Bahan Saus--1 sdm butter / margarin--2 siung bawang putih, cincang halus--1 siung bawang bombai uk. Kecil (iris halus)--1/2 bh wortel (potong korek api)--1/2 bh timun (buang biji dan iris korek api)--1 btg daun bawang (potong2)--2 bh cabe merah (iris serong)--3 bh cabe rawit (iris serong)--3 sdm saus tomat--1 sdm saus tiram--1 sdt minyak wijen--1 sdt air lemon / jeruk nipis / cuka masak--250 ml air--Garam, lada, gula--1 sdt maizena (larutlan dgn 1 sdm air)--","1) Marinade ayam dgn tepung bumbu serbaguna yg sudah dilarutkan, aduk & disisihkan.
2) Siapkan bahan pelapis. Ambil potongan ayam & balur ke dalam bahan pelapis. Goreng dalam minyak panas sampai matang. Lakukan sampai habis.
3) Bahan saus: lelehkan butter, tumis duo bawang sampai harum. Masukkan wortel dan timun, tambahkan air, lalu masak sampai air mendidih. Masukkan duo cabe, saus tomat, saus tiram, minyak wijen, garam, gula, lada, air lemon, aduk rata. Masukkan larutan maizena, aduk sampai mengental. Terakhir masukkan daun bawang, matikan api supaya sayuran tidak over cook.",3,https://cookpad.com/id/resep/4472309-ayam-koloke,ayam,ayam koloke,21,"['ayam fillet', 'potongpotong', 'tepung bumbu', 'pelapis', 'tepung terigu', 'maizena', 'bahan saus', 'butter margarin', 'bawang putih', 'cincang halus', 'bawang bombai', 'bh wortel', 'bh timun', 'btg daun', 'bh cabe', 'bh cabe', 'saus tomat', 'saus tiram', 'minyak wijen', 'air lemon', 'ml air', 'garam', 'lada', 'gula', 'maizena larutlan']",3,"['ayam_fillet', 'potongpotong', 'tepung_bumbu', 'pelapis', 'tepung_terigu', 'maizena', 'bahan_saus', 'butter_margarin', 'bawang_putih', 'bawang_bombai', 'bh_wortel', 'bh_timun', 'bh_cabai', 'saus_tomat', 'saus_tiram', 'minyak_wijen', 'lemon', 'garam', 'lada', 'gula', 'maizena_larutlan']",ayam_fillet potongpotong tepung_bumbu pelapis tepung_terigu maizena bahan_saus butter_margarin bawang_putih bawang_bombai bh_wortel bh_timun bh_cabai saus_tomat saus_tiram minyak_wijen lemon garam lada gula maizena_larutlan
Mie Tulang Ayam,1/4 kg tulang ayam--1 bungkus kecil mie burung dara--5 siung bawang putih--3 siung bawang merah--7 cabe rawit--1 tangkai daun bawang--2 tangkai seledri--1 1/2 sdm merica bubuk--2 sdm saos cabe--3 sdm kecap manis--secukupnya Gula dan garam--Minyak untuk menumis--,"1) Cuci bersih lalu rebus tulang ayam kurleb 10 menit. Lalu tiriskan
2) Rebus mie sampai setengah matang. Lalu tiriskan
3) Haluskan bawang merah, bawang putih dan cabe rawit
4) Tumis sampai harum bumbu halus dengan irisan seledri dan daun bawang. Lalu tambahkan merica bubuk, gula dan garam.
5) Masukkan tulang ayam, tunggu sampai bumbu meresap.
6) Masukkan mie, saos dan kecap. Lalu tumis sampai bumbu tercampur. Tambahkan gula dan garam jika diperlukan.
7) Mie tulang ayam siap dihidangkan.",1,https://cookpad.com/id/resep/4472258-mie-tulang-ayam,ayam,mie tulang ayam,12,"['tulang ayam', 'bungkus kecil', 'bawang putih', 'bawang merah', 'cabe rawit', 'tangkai daun', 'tangkai seledri', 'merica bubuk', 'saos cabe', 'kecap manis', 'secukupnya gula', 'minyak untuk']",7,"['tulang_ayam', 'bawang_putih', 'bawang_merah', 'cabai_rawit', 'tangkai', 'tangkai_seledri', 'merica', 'saus_cabai', 'kecap_manis', 'gula', 'minyak']",tulang_ayam bawang_putih bawang_merah cabai_rawit tangkai tangkai_seledri merica saus_cabai kecap_manis gula minyak
Ayam Suir Bali (Bemesere Bali),1/2 kg dada ayam (rebus dahulu)--50 ml minyak goreng--Bumbu :--1/4 kg cabai merah--1/2 buah tomat--5 buah Cabe rawit--secukupnya Garam--secukupnya Gula jawa--1 sdt terasi bakar--1/2 perasan jeruk limo--3 buah daun jeruk purut--,"1) Rebus ayam terlebih dahulu. Lalu, di suwir-suwir. (saya rebus karna kalau goreng, ayamny akan terasa keras dan kering)
2) Ulek halus bumbu, lalu icip2 rasa agar pas
3) Siapkan wajan, masukkan minyak goreng. Tunggu sampai panas, tuangkan bumbu
4) Stelah stengah matang, lalu masukan ayam yang sudah disuir.
5) Tunggu sampai agak meresap bumbuny. Masukkan perasan limo dan daun jeruk
6) Makanan siap dihidangkan. Simple dan enak",0,https://cookpad.com/id/resep/4472532-ayam-suir-bali-bemesere-bali,ayam,ayam suir bali,11,"['dada ayam', 'ml minyak', 'bumbu', 'cabai merah', 'tomat', 'cabe rawit', 'secukupnya garam', 'secukupnya gula', 'terasi bakar', 'perasan jeruk', 'daun jeruk']",6,"['dada_ayam', 'minyak', 'bumbu', 'cabai_merah', 'tomat', 'cabai_rawit', 'garam', 'gula', 'terasi_bakar', 'perasan_jeruk', 'jeruk']",dada_ayam minyak bumbu cabai_merah tomat cabai_rawit garam gula terasi_bakar perasan_jeruk jeruk
Pindang Ayam Jadul,1/2 kg ayam--5 btr bawang merah iris halus--10 buah cabe rawit iris halus--2 cm jahe iris halus--1 cm lengkuas iris halus--1/2 sdt kunyit halus--1 sdt asam jawa--1 sdt terasi bangka panggang--1 bh tomat potong 4--Secukupnya daun kemangi (me:gak ada)--,"1) Tumis semua bumbu kecuali tomat dengan 2 sdm minyak,oseng sampai harum,tambahkan 1 liter air didihkan,kalau sudah mendidih masukkan ayam,tutup, masak sampai ayam matang, setelah ayam matang koreksi rasa,beri taburan tomat dan daun kemangi, sajikan hangat, segerrr abis
2) Selamat mencoba
Semoga bermanfaat untuk semua",0,https://cookpad.com/id/resep/4472100-pindang-ayam-jadul,ayam,pindang ayam jadul,10,"['ayam', 'btr bawang', 'cabe rawit', 'cm jahe', 'cm lengkuas', 'kunyit halus', 'asam jawa', 'terasi bangka', 'bh tomat', 'secukupnya daun']",2,"['ayam', 'cabai_rawit', 'jahe', 'lengkuas', 'kunyit', 'asam_jawa', 'terasi_bangka', 'bh_tomat']",ayam cabai_rawit jahe lengkuas kunyit asam_jawa terasi_bangka bh_tomat
Ayam Kacang Panjang Saos Hoisin,"Bahan Daging--1 lembar paha atas/dada ayam--1 sdm kecap asin, arak beras, tapioka--Bahan saos--1 ikat Kacang panjang--2 siung baput cincang halus--3 cm jahe cincang halus--1 sdm saos hoisin--1 sdt kecap asin--0.5 sdt micin--100 ml air--Larutan tapioka--","1) Marinade daging dengan bahannya 30mnt.
2) Sebelum di tumis beri 1sdm minyak di daging ayam, aduk rata, lalu tumis agar tidak lengket di wajan. Matang, lalu angkat.
3) Tumis jahe 10detik, masukkan baput lalu tumis sampai wangi.
4) Masukkan kacang panjang, tumis sebentar lalu masukkan air, saos hoisin, kecap asin, micin. Tutup wajan, kecil kan api.
5) Tunggu 1-2menit, buka tinder tutup wajan, aduk sebentar lalu tutup lg 1-2menit.
6) Masukkan daging, aduk rata.
7) Masukan larutan tapioka agar saos mengental. Aduk rata lalu sajikan",2,https://cookpad.com/id/resep/4472201-ayam-kacang-panjang-saos-hoisin,ayam,ayam kacang panjang saos hoisin,12,"['bahan daging', 'paha atasdada', 'kecap asin', 'arak beras', 'tapioka', 'bahan saos', 'ikat kacang', 'baput cincang', 'cm jahe', 'saos hoisin', 'kecap asin', 'micin', 'ml air', 'larutan tapioka']",7,"['bahan_daging', 'paha_atasdada', 'kecap_asin', 'arak_beras', 'tapioka', 'bahan_saus', 'kacang', 'bawang_putih', 'jahe', 'saus_hoisin', 'micin', 'larutan_tapioka']",bahan_daging paha_atasdada kecap_asin arak_beras tapioka bahan_saus kacang bawang_putih jahe saus_hoisin micin larutan_tapioka
Tongseng Ayam,"500 g daging ayam (potong2)--1250 CC santan dr 1 butir kelapa (pisahkan bagian yg kental)--3 lembar daun jeruk--3 lembar daun salam--1 ruas lengkuas (geprek)--1 batang serai (geprek)--20 buah cabe rawit hijau--1 batang daun bawang (potong serong)--1 buah tomat (potong2)--3 sdm kecap manis--1 buah kentang ukuran sedang (potong2)--Secukupnya kol (iris2 tebal)--Secukupnya garam,kaldu bubuk, gula pasir (sesuai selera masing2)--Bawang goreng untuk taburan--Secukupnya minyak untuk menumis--Bumbu halus ;--8 siung bawang merah--4 siung bawang putih--1 ruas jahe--1/2 ruas kunyit--1 sdt ketumbar--1/2 sdt merica--3 butir kemiri sangrai--3 buah cabai merah besar--","1) Siapkan semua bahannya.. panaskan minyak, masukkan bumbu halus.. masak hingga keluar aroma wangi,masukkan daun salam, daun jeruk, serai dan lengkuas.. kemudian masukkan potongan daging ayamnya.
2) Tuangkan santan encer, tunggu hingga daging ayam setengah matang.
3) Masukkan kentang, garam, gula, kaldu bubuk, dan kecap.
4) Masak hingga matang... Masukkan potongan kol dan juga cabai hijau.. lalu d susul dgn memasukkan santan kental, aduk2.. jgn sampai pecah santannya, tes rasa..
5) Setelah mendidih matikan api, masukkan potongan daun bawang dan tomat, lalu beri taburan bawang goreng.",1,https://cookpad.com/id/resep/4471980-tongseng-ayam,ayam,tongseng ayam,24,"['g daging', 'cc santan', 'daun jeruk', 'daun salam', 'lengkuas geprek', 'serai geprek', 'cabe rawit', 'daun bawang', 'tomat', 'kecap manis', 'kentang ukuran', 'secukupnya kol', 'secukupnya garam', 'kaldu bubuk', 'gula pasir', 'bawang goreng', 'secukupnya minyak', 'bumbu halus', 'bawang merah', 'bawang putih', 'jahe', 'kunyit', 'ketumbar', 'merica', 'kemiri sangrai', 'cabai merah']",5,"['g_daging', 'cc_santan', 'jeruk', 'salam', 'lengkuas', 'serai', 'cabai_rawit', 'tomat', 'kecap_manis', 'kentang_ukuran', 'kol', 'garam', 'kaldu', 'gula_pasir', 'minyak', 'bumbu', 'bawang_merah', 'bawang_putih', 'jahe', 'kunyit', 'ketumbar', 'merica', 'kemiri', 'cabai_merah']",g_daging cc_santan jeruk salam lengkuas serai cabai_rawit tomat kecap_manis kentang_ukuran kol garam kaldu gula_pasir minyak bumbu bawang_merah bawang_putih jahe kunyit ketumbar merica kemiri cabai_merah
